BIST,N/A,,STYKKISHOLMUR,ICELAND,0.000000,0.000000,0
BITE,TEY,,THINGEYRI,ICELAND,0.000000,0.000000,0
BITH,THO,,THORSHOFN,ICELAND,0.000000,0.000000,0
BIVM,VEY,VESTMANNAEYJAR,VESTMANNAEYJAR,ICELAND,63.424168,-20.278610,326
BIVO,VPN,,VOPNAFJORDUR,ICELAND,0.000000,0.000000,0
BZGD,N/A,,GODLEY,NEW ZEALAND,0.000000,0.000000,0
CUAP,N/A,,ACTIVE PASS,CANADA,0.000000,0.000000,0
CUHA,YQC,,QUAQTAQ,CANADA,0.000000,0.000000,0
CUQC,N/A,,STIRLING,CANADA,0.000000,0.000000,0
CUUP,N/A,,OTTAWA,CANADA,0.000000,0.000000,0
CWBF,N/A,,BATTLE HARBOUR,CANADA,0.000000,0.000000,0
CWHJ,N/A,,HOLBERG,CANADA,0.000000,0.000000,0
CWMK,N/A,,SIMCOE,CANADA,0.000000,0.000000,0
CWMN,N/A,,MOUNT FOREST,CANADA,0.000000,0.000000,0
CWOH,N/A,,SAINTE AGATHE,CANADA,0.000000,0.000000,0
CWPC,N/A,,PINCHER CREEK,CANADA,0.000000,0.000000,0
CWPO,N/A,,PILOT MOUNT,CANADA,0.000000,0.000000,0
CWVA,N/A,,BONAVISTA,CANADA,0.000000,0.000000,0
CYAB,YAB,,ARCTIC BAY,CANADA,0.000000,0.000000,0
CYAJ,N/A,,KOMAKUK,CANADA,0.000000,0.000000,0
CYAL,YAL,,ALERT BAY,CANADA,0.000000,0.000000,0
CYAM,YAM,SAULT STE MARIE,SAULT SAINTE MARIE,CANADA,46.485001,-84.509445,630
CYAV,YAV,WINNIPEG ST ANDREWS,WINNIPEG,CANADA,50.056389,-97.032501,760
CYAW,YAW,SHEARWATER,HALIFAX,CANADA,44.639725,-63.499443,167
CYAY,YAY,ST ANTHONY,ST. ANTHONY,CANADA,51.391670,-56.084442,92
CYAZ,YAZ,TOFINO,TOFINO,CANADA,49.082222,-125.772507,80
CYBA,N/A,,BANFF,CANADA,0.000000,0.000000,0
CYBB,YBB,KUGAARUK,PELLY BAY,CANADA,68.534447,-89.808060,56
CYBC,YBC,BAIE COMEAU,BAIE COMEAU,CANADA,49.132221,-68.207222,71
CYBG,YBG,BAGOTVILLE,BAGOTVILLE,CANADA,48.330555,-70.996384,522
CYBK,YBK,BAKER LAKE,BAKER LAKE,CANADA,64.298889,-96.077774,59
CYBL,YBL,CAMPBELL RIVER,CAMPBELL RIVER,CANADA,49.950832,-125.270836,346
CYBR,YBR,BRANDON MUNI,BRANDON,CANADA,49.910000,-99.951942,1343
CYBT,YBT,,BROCHET,CANADA,0.000000,0.000000,0
CYCA,YRF,,CARTWRIGHT,CANADA,0.000000,0.000000,0
CYCB,YCB,CAMBRIDGE BAY,CAMBRIDGE BAY,CANADA,69.108055,-105.138329,90
CYCD,YCD,NANAIMO,NANAIMO,CANADA,49.052223,-123.870003,93
CYCG,YCG,CASTLEGAR,CASTLEGAR,CANADA,49.296387,-117.632500,1624
CYCH,YCH,MIRAMICHI,CHATHAM,CANADA,47.007778,-65.449165,108
CYCL,YCL,CHARLO,CHARLO,CANADA,47.990555,-66.331390,132
CYCO,YCO,KUGLUKTUK,COPPERMINE,CANADA,67.816666,-115.143890,74
CYCS,YCS,,CHESTERFIELD INLET,CANADA,0.000000,0.000000,0
CYCT,YCT,CORONATION,CORONATION,CANADA,52.075001,-111.445282,2595
CYCV,YCV,,MONTREAL,CANADA,0.000000,0.000000,0
CYCW,YCW,CHILLIWACK,CHILLIWACK,CANADA,49.152779,-121.938889,32
CYCX,N/A,,CAMP GAGETOWN,CANADA,0.000000,0.000000,0
CYCY,YCY,CLYDE RIVER,CLYDE RIVER,CANADA,70.486107,-68.516670,87
CYCZ,YZS,FAIRMONT HOT SPRINGS,CORAL HARBOUR,CANADA,50.331944,-115.873611,2658
CYDA,YDA,DAWSON,DAWSON,CANADA,64.043053,-139.127777,1214
CYDB,YDB,BURWASH,BURWASH,CANADA,61.371109,-139.040558,2647
CYDC,YDC,PRINCETON,PRINCETON,CANADA,49.467499,-120.511948,2298
CYDF,YDF,DEER LAKE,DEER LAKE,CANADA,49.210835,-57.391392,72
CYDL,YDL,DEASE LAKE,DEASE LAKE,CANADA,58.422222,-130.032211,2600
CYDN,YDN,DAUPHIN BARKER,DAUPHIN,CANADA,51.100830,-100.052505,998
CYDQ,YDQ,DAWSON CREEK,DAWSON CREEK,CANADA,55.741669,-120.181938,2148
CYDR,N/A,,BROADVIEW,CANADA,0.000000,0.000000,0
CYED,YED,EDMONTON NAMAO,EDMONTON,CANADA,53.666668,-113.466667,0
CYEG,YEG,EDMONTON INTERNATIONAL,EDMONTON,CANADA,53.309723,-113.579720,2373
CYEK,YEK,ARVIAT,ESKIMO POINT,CANADA,61.094166,-94.070831,32
CYEN,YEN,ESTEVAN,ESTEVAN,CANADA,49.210278,-102.965828,1905
CYEP,N/A,,ESTEVAN POINT,CANADA,0.000000,0.000000,0
CYET,YET,EDSON,EDSON,CANADA,53.578888,-116.464996,3041
CYEU,YEU,EUREKA,EUREKA,CANADA,79.994720,-85.813339,256
CYEV,YEV,INUVIK MIKE ZUBKO,INUVIK,CANADA,68.304169,-133.482773,224
CYFB,YFB,IQALUIT,IQALUIT,CANADA,63.756390,-68.555840,110
CYFC,YFC,FREDERICTON,FREDERICTON,CANADA,45.869442,-66.531670,68
CYFE,N/A,FORESTVILLE,FORESTVILLE,CANADA,48.746113,-69.097221,29
CYFL,N/A,,FORT RELIANCE,CANADA,0.000000,0.000000,0
CYFO,YFO,FLIN FLON,FLIN FLON,CANADA,54.678059,-101.681664,997
CYFR,YFR,FORT RESOLUTION,FORT RESOLUTION,CANADA,61.180836,-113.689720,526
CYFS,YFS,FORT SIMPSON,FORT SIMPSON,CANADA,61.760277,-121.236664,555
CYGA,N/A,,GAGNON,CANADA,0.000000,0.000000,0
CYGK,YGK,KINGSTON,KINGSTON,CANADA,44.225277,-76.596947,305
CYGL,YGL,LA GRANDE RIVIERE,LA GRANDE RIVIERE,CANADA,53.625275,-77.704163,639
CYGP,YGP,GASPE,GASPE,CANADA,48.775276,-64.478615,108
CYGQ,YGQ,GERALDTON GREENSTONE REGIONAL,GERALDTON,CANADA,49.778332,-86.939445,1144
CYGR,YGR,ILES DE LA MADELEINE,ILES DE LA MADELEINE,CANADA,47.424725,-61.778057,34
CYGT,YGT,,IGLOOLIK,CANADA,0.000000,0.000000,0
CYGW,YGW,KUUJJUARAPIK,KUUJJUARARAPIK,CANADA,55.283333,-77.766670,65
CYGX,YGX,GILLAM,GILLAM,CANADA,56.349998,-94.699997,470
CYGY,N/A,,DECEPTION,CANADA,0.000000,0.000000,0
CYGZ,YGZ,,GRISE FIORD,CANADA,0.000000,0.000000,0
CYHB,YHB,HUDSON BAY,HUDSON BAY,CANADA,52.816666,-102.311394,1175
CYHD,YHD,DRYDEN RGNL,DRYDEN,CANADA,49.831665,-92.744164,1354
CYHE,N/A,,HOPE,CANADA,0.000000,0.000000,0
CYHI,YHI,HOLMAN,HOLMAN ISLAND,CANADA,70.763054,-117.805840,117
CYHK,YHK,GJOA HAVEN,GJOA HAVEN,CANADA,68.635551,-95.849724,152
CYHM,YHM,HAMILTON,HAMILTON,CANADA,43.173058,-79.934998,780
CYHO,YHO,,HOPEDALE,CANADA,0.000000,0.000000,0
CYHU,YHU,ST HUBERT,MONTREAL,CANADA,45.517498,-73.416939,90
CYHY,YHY,HAY RIVER,HAY RIVER,CANADA,60.839722,-115.782784,543
CYHZ,YHZ,HALIFAX INTERNATIONAL,HALIFAX,CANADA,44.880833,-63.508610,477
CYIB,YIB,ATIKOKAN MUNI,ATIKOKAN,CANADA,48.773888,-91.638611,1408
CYIO,YIO,POND INLET,POND INLET,CANADA,72.683334,-77.966667,181
CYIV,YIV,,ISLAND LAKE,CANADA,0.000000,0.000000,0
CYJA,N/A,,JASPER,CANADA,0.000000,0.000000,0
CYJN,YJN,ST JEAN,ST. JEAN,CANADA,45.294445,-73.281113,136
CYJT,YJT,STEPHENVILLE,STEPHENVILLE,CANADA,48.544167,-58.549999,84
CYKA,YKA,KAMLOOPS,KAMLOOPS,CANADA,50.702225,-120.441948,1133
CYKF,YKF,WATERLOO RGNL,WATERLOO,CANADA,43.458889,-80.384445,1040
CYKL,YKL,SCHEFFERVILLE,SCHEFFERVILLE,CANADA,54.805000,-66.805283,1709
CYKY,YKY,KINDERSLEY,KINDERSLEY,CANADA,51.517498,-109.180832,2277
CYKZ,YKZ,BUTTONVILLE MUNI,TORONTO,CANADA,43.862221,-79.370003,650
CYLA,N/A,,LANGARA,CANADA,0.000000,0.000000,0
CYLC,YLC,,LAKE HARBOUR,CANADA,0.000000,0.000000,0
CYLD,YLD,CHAPLEAU,CHAPLEAU,CANADA,47.820000,-83.346390,1465
CYLJ,YLJ,MEADOW LAKE,MEADOW LAKE,CANADA,54.125275,-108.522781,1576
CYLL,YLL,LLOYDMINSTER,LLOYDMINSTER,CANADA,53.309166,-110.072502,2194
CYLO,N/A,,SHILO,CANADA,0.000000,0.000000,0
CYLT,YLT,ALERT,ALERT,CANADA,82.517784,-62.280556,100
CYLW,YLW,KELOWNA,KELOWNA,CANADA,49.956112,-119.377777,1409
CYLY,N/A,,LYTTON,CANADA,0.000000,0.000000,0
CYMA,YMA,MAYO,MAYO,CANADA,63.616665,-135.866669,1653
CYMD,N/A,,MOULD BAY,CANADA,0.000000,0.000000,0
CYMJ,YMJ,MOOSE JAW,MOOSE JAW,CANADA,50.330276,-105.559166,1892
CYMM,YMM,FORT MCMURRAY,FORT MCMURRAY,CANADA,56.653336,-111.221947,1211
CYMO,YMO,MOOSONEE,MOOSONEE,CANADA,51.291111,-80.607773,30
CYMR,N/A,,MERRY ISLAND,CANADA,0.000000,0.000000,0
CYMW,YMW,MANIWAKI,MANIWAKI,CANADA,46.274445,-75.989998,659
CYMX,YMX,MONTREAL INTERNATIONAL MIRABEL,MONTREAL,CANADA,45.679722,-74.038612,270
CYNA,YNA,NATASHQUAN,NATASHQUAN,CANADA,50.189724,-61.789165,35
CYND,YND,GATINEAU,GATINEAU,CANADA,45.521389,-75.564171,211
CYNI,N/A,,NITCHEQUON,CANADA,0.000000,0.000000,0
CYNM,YNM,MATAGAMI,MATAGAMI,CANADA,49.761665,-77.802780,918
CYNY,N/A,,ENDERBY,CANADA,0.000000,0.000000,0
CYO,N/A,,WYNYARD,CANADA,0.000000,0.000000,0
CYOC,YOC,OLD CROW,OLD CROW,CANADA,67.570557,-139.839157,824
CYOD,YOD,COLD LAKE,COLD LAKE,CANADA,54.405003,-110.279449,1775
CYOJ,YOJ,HIGH LEVEL,HIGH LEVEL,CANADA,58.621387,-117.164726,1110
CYOW,YOW,OTTAWA MACDONALD CARTIER INTERNATIONAL,OTTAWA,CANADA,45.322498,-75.669167,374
CYPA,YPA,PRINCE ALBERT GLASS FIELD,PRINCE ALBERT,CANADA,53.214169,-105.672775,1405
CYPE,YPE,PEACE RIVER,PEACE RIVER,CANADA,56.226944,-117.447220,1873
CYPF,N/A,,ESQUIMALT,CANADA,0.000000,0.000000,0
CYPG,YPG,SOUTHPORT,PORTAGE-LA-PRAIRIE,CANADA,49.902779,-98.274727,885
CYPH,YPH,,INUKJUAK,CANADA,0.000000,0.000000,0
CYPK,N/A,PITT MEADOWS,PITT MEADOWS,CANADA,49.216110,-122.709999,11
CYPL,YPL,PICKLE LAKE,PICKLE LAKE,CANADA,51.446388,-90.214165,1267
CYPN,YPN,PORT MENIER,PORT MENIER,CANADA,49.836388,-64.288612,167
CYPQ,YPQ,PETERBOROUGH,PETERBOROUGH,CANADA,44.230000,-78.363335,628
CYPR,YPR,PRINCE RUPERT,PRINCE PUPERT,CANADA,54.286110,-130.444717,116
CYPY,YPY,FORT CHIPEWYAN,FORT CHIPEWYAN,CANADA,58.767223,-111.117226,761
CYQA,YQA,MUSKOKA,MUSKOKA,CANADA,44.974724,-79.303337,925
CYQB,YQB,QUEBEC JEAN LESAGE INTERNATIONAL,QUEBEC,CANADA,46.788334,-71.397499,244
CYQF,YQF,RED DEER REGIONAL,RED DEER INDUSTRIAL,CANADA,52.178612,-113.893051,2968
CYQG,YQG,WINDSOR,WINDSOR,CANADA,42.275555,-82.955551,622
CYQH,YQH,WATSON LAKE,WATSON LAKE,CANADA,60.117775,-128.821945,2255
CYQK,YQK,KENORA,KENORA,CANADA,49.788334,-94.363052,1332
CYQL,YQL,LETHBRIDGE,LETHBRIDGE,CANADA,49.630276,-112.799721,3047
CYQM,YQM,GREATER MONCTON INTERNATIONAL,MONCTON,CANADA,46.112221,-64.678612,232
CYQN,N/A,NAKINA,NAKINA,CANADA,50.182777,-86.696388,1057
CYQQ,YQQ,COMOX,COMOX,CANADA,49.710835,-124.886665,84
CYQR,YQR,REGINA INTERNATIONAL,REGINA,CANADA,50.431946,-104.665833,1894
CYQT,YQT,THUNDER BAY,THUNDER BAY,CANADA,48.371944,-89.323891,653
CYQU,YQU,GRANDE PRAIRIE,GRANDE PRAIRIE,CANADA,55.179722,-118.884995,2195
CYQV,YQV,YORKTON MUNI,YORKTON,CANADA,51.264721,-102.461662,1635
CYQW,YQW,NORTH BATTLEFORD,NORTH BATTLEFORD,CANADA,52.769165,-108.243607,1799
CYQX,YQX,GANDER INTERNATIONAL,GANDER,CANADA,48.936947,-54.568054,496
CYQY,YQY,SYDNEY,SYDNEY,CANADA,46.161392,-60.047779,203
CYQZ,YQZ,QUESNEL,QUESNEL,CANADA,53.026112,-122.510002,1789
CYRB,YRB,RESOLUTE BAY,RESOLUTE,CANADA,74.716942,-94.969444,215
CYRI,YRI,RIVIERE DU LOUP,RIVIERE DU LOUP,CANADA,47.764446,-69.584724,427
CYRJ,YRJ,ROBERVAL,ROBERVAL,CANADA,48.520000,-72.265556,586
CYRM,YRM,ROCKY MOUNTAIN HOUSE,ROCKY MOUNTAIN HOUSE,CANADA,52.429722,-114.904167,3242
CYRT,YRT,RANKIN INLET,RANKIN INLET,CANADA,62.811390,-92.115829,94
CYRW,N/A,,TROIS RIVIERE,CANADA,0.000000,0.000000,0
CYSA,N/A,,SABLE ISLAND,CANADA,0.000000,0.000000,0
CYSB,YSB,SUDBURY,SUDBURY,CANADA,46.625000,-80.798889,1140
CYSC,YSC,SHERBROOKE,SHERBROOKE,CANADA,45.438057,-71.690559,792
CYSD,N/A,,SUFFIELD,CANADA,0.000000,0.000000,0
CYSF,YSF,,STONY RAPIDS,CANADA,0.000000,0.000000,0
CYSJ,YSJ,SAINT JOHN,ST. JOHN,CANADA,45.316109,-65.890274,357
CYSK,YSK,,SANIKILUAQ,CANADA,0.000000,0.000000,0
CYSM,YSM,FORT SMITH,FORT SMITH,CANADA,60.022221,-111.960274,673
CYSR,YSR,NANISIVIK,NANISIVIK,CANADA,72.982224,-84.613609,2106
CYSS,N/A,,SLATE ISLAND,CANADA,0.000000,0.000000,0
CYSU,YSU,SUMMERSIDE,SUMMERSIDE,CANADA,46.442780,-63.831112,56
CYSY,YSY,SACHS HARBOUR,SACHS HARBOUR,CANADA,71.993889,-125.242493,281
CYTC,N/A,,ETHELDA BAY,CANADA,0.000000,0.000000,0
CYTE,YTE,CAPE DORSET,CAPE DORSET,CANADA,64.230003,-76.526672,164
CYTH,YTH,THOMPSON,THOMPSON,CANADA,55.801109,-97.864166,729
CYTL,YTL,,BIG TROUT LAKE,CANADA,0.000000,0.000000,0
CYTR,YTR,TRENTON,TRENTON,CANADA,44.118889,-77.528061,283
CYTS,YTS,TIMMINS,TIMMINS,CANADA,48.569721,-81.376671,967
CYTZ,YTZ,CITY CENTRE,TORONTO,CANADA,43.627499,-79.396111,251
CYUA,N/A,,SHINGLE POINT,CANADA,0.000000,0.000000,0
CYUB,YUB,TUKTOYAKTUK,TUKTOYAKTUK,CANADA,69.433334,-133.026382,15
CYUC,N/A,,NICHOLSON PENINSULAR,CANADA,0.000000,0.000000,0
CYUF,YUF,,PELLY BAY,CANADA,0.000000,0.000000,0
CYUH,N/A,,CLINTON POINT,CANADA,0.000000,0.000000,0
CYUI,N/A,,CAPE YOUNG,CANADA,0.000000,0.000000,0
CYUJ,N/A,,LADY FRANKLIN POINT,CANADA,0.000000,0.000000,0
CYUK,N/A,,BYRON BAY,CANADA,0.000000,0.000000,0
CYUL,YUL,MONTREAL INTERNATIONAL DORVAL,MONTREAL,CANADA,45.468056,-73.741386,117
CYUQ,N/A,,JENNY LIND ISLAND,CANADA,0.000000,0.000000,0
CYUR,N/A,,GLADMAN POINT,CANADA,0.000000,0.000000,0
CYUS,N/A,,SHEPHERD BAY,CANADA,0.000000,0.000000,0
CYUT,YUT,REPULSE BAY,REPULSE BAY,CANADA,66.521393,-86.224724,80
CYUX,YUX,HALL BEACH,HALL BEACH,CANADA,68.776115,-81.243607,27
CYUY,YUY,ROUYN NORANDA,ROUYN,CANADA,48.206112,-78.835556,988
CYVC,YVC,LA RONGE,LA RONGE,CANADA,55.151390,-105.261948,1242
CYVG,YVG,VERMILION,VERMILLION,CANADA,53.355831,-110.823891,2025
CYVM,YVM,QIKIQTARJUAQ,BROUGHTON ISLAND,CANADA,67.545830,-64.031395,21
CYVN,N/A,,CAPE DYER,CANADA,0.000000,0.000000,0
CYVO,YVO,VAL D OR,VAL D'OR,CANADA,48.053333,-77.782784,1107
CYVP,YVP,KUUJJUAQ,QUUJJUAQ,CANADA,58.096111,-68.426941,129
CYVQ,YVQ,NORMAN WELLS,NORMAN WELLS,CANADA,65.282501,-126.800278,241
CYVR,YVR,VANCOUVER INTERNATIONAL,VANCOUVER,CANADA,49.195000,-123.181938,14
CYVT,YVT,BUFFALO NARROWS,BUFFALO NARROWS,CANADA,55.841942,-108.417496,1444
CYVV,YVV,WIARTON,WIARTON,CANADA,44.745834,-81.107224,729
CYWA,YWA,PETAWAWA,PETAWAWA,CANADA,45.952225,-77.319168,427
CYWG,YWG,WINNIPEG INTERNATIONAL,WINNIPEG,CANADA,49.910000,-97.234444,783
CYWK,YWK,WABUSH,WABUSH,CANADA,52.921947,-66.864441,1808
CYWL,YWL,WILLIAMS LAKE,WILLIAMS LAKE,CANADA,52.183056,-122.054169,3085
CYWO,N/A,,LUPIN,CANADA,0.000000,0.000000,0
CYWR,N/A,,WHITE RIVER,CANADA,0.000000,0.000000,0
CYWY,YWY,WRIGLEY,WRIGLEY,CANADA,63.209446,-123.436668,493
CYXC,YXC,CRANBROOK,CRANBROOK,CANADA,49.610275,-115.782501,3082
CYXD,YXD,EDMONTON CITY CENTRE,EDMONTON,CANADA,53.572498,-113.520561,2200
CYXE,YXE,SASKATOON J G DIEFENBAKER INTERNATIONAL,SASKATOON,CANADA,52.170834,-106.699722,1653
CYXH,YXH,MEDICINE HAT,MEDICINE HAT,CANADA,50.018890,-110.720833,2352
CYXI,N/A,,KILLALOE,CANADA,0.000000,0.000000,0
CYXJ,YXJ,FORT ST JOHN,FORT SAINT JOHN,CANADA,56.238056,-120.740273,2280
CYXL,YXL,SIOUX LOOKOUT,SIOUX LOOKOUT,CANADA,50.114445,-91.904167,1280
CYXN,YXN,,WHALE COVE,CANADA,0.000000,0.000000,0
CYXP,YXP,PANGNIRTUNG,PANGNIRTUNG,CANADA,66.144997,-65.713608,75
CYXR,YXR,TIMISKAMING RGNL,EARLTON,CANADA,47.695000,-79.848892,798
CYXS,YXS,PRINCE GEORGE,PRINCE GEORGE,CANADA,53.889446,-122.678886,2267
CYXT,YXT,TERRACE,TERRACE,CANADA,54.466389,-128.577499,713
CYXU,YXU,LONDON,LONDON,CANADA,43.035557,-81.153893,912
CYXX,YXX,ABBOTSFORD,ABBOTSFORD,CANADA,49.025276,-122.363335,190
CYXY,YXY,WHITEHORSE INTERNATIONAL,WHITEHORSE,CANADA,60.709446,-135.068329,2317
CYYB,YYB,NORTH BAY,NORTH BAY,CANADA,46.363609,-79.422775,1215
CYYC,YYC,CALGARY INTERNATIONAL,CALGARY,CANADA,51.113888,-114.020279,3557
CYYD,YYD,SMITHERS,SMITHERS,CANADA,54.824722,-127.182777,1712
CYYE,YYE,FORT NELSON,FORT NELSON,CANADA,58.836388,-122.596947,1253
CYYF,YYF,PENTICTON,PENTICTON,CANADA,49.462780,-119.602219,1129
CYYG,YYG,CHARLOTTETOWN,CHARLOTTETOWN,CANADA,46.290001,-63.121109,160
CYYH,YYH,TALOYOAK,SPENCE BAY,CANADA,69.546669,-93.576668,92
CYYJ,YYJ,VICTORIA INTERNATIONAL,VICTORIA,CANADA,48.646946,-123.425827,63
CYYL,YYL,LYNN LAKE,LYNN LAKE,CANADA,56.863888,-101.076111,1170
CYYN,YYN,SWIFT CURRENT,SWIFT CURRENT,CANADA,50.291943,-107.690559,2680
CYYQ,YYQ,CHURCHILL,CHURCHILL,CANADA,58.739166,-94.065002,94
CYYR,YYR,GOOSE BAY,GOOSE BAY,CANADA,53.319164,-60.425835,160
CYYT,YYT,ST JOHNS INTERNATIONAL,ST. JOHN'S,CANADA,47.618610,-52.751945,461
CYYU,YYU,KAPUSKASING,KAPUSKASING,CANADA,49.413891,-82.467499,743
CYYW,YYW,ARMSTRONG,ARMSTRONG,CANADA,50.290276,-88.909721,1058
CYYY,YYY,MONT JOLI,MONT JOLI,CANADA,48.608608,-68.208054,172
CYYZ,YYZ,LESTER B PEARSON INTERNATIONAL,TORONTO,CANADA,43.677223,-79.630554,569
CYZA,N/A,,ASHCROFT,CANADA,0.000000,0.000000,0
CYZD,YZD,DOWNSVIEW,TORONTO,CANADA,43.742500,-79.465553,652
CYZE,YZE,GORE BAY MANITOULIN,GORE BAY,CANADA,45.885281,-82.567780,635
CYZF,YZF,YELLOWKNIFE,YELLOWKNIFE,CANADA,62.462780,-114.440277,675
CYZH,YZH,SLAVE LAKE,SLAVE LAKE,CANADA,55.293331,-114.778336,1912
CYZP,YZP,SANDSPIT,SANDSPIT,CANADA,53.254166,-131.813889,21
CYZR,YZR,CHRIS HADFIELD,SARNIA,CANADA,42.999443,-82.308891,594
CYZT,YZT,PORT HARDY,PORT HARDY,CANADA,50.680557,-127.366669,71
CYZU,YZU,WHITECOURT,WHITECOURT,CANADA,54.143890,-115.786667,2567
